,user_id,timestamp,group,landing_page,converted
50,739279,2025-01-02 13:47:52.238888,treatment,new_page,0
51,672276,2025-01-02 13:47:54.393352,treatment,new_page,0
52,805250,2025-01-02 13:47:58.694839,control,old_page,0
53,713247,2025-01-02 13:48:36.491479,treatment,new_page,0
54,897481,2025-01-02 13:48:47.411953,control,old_page,0
55,724398,2025-01-02 13:49:02.716328,treatment,new_page,0
56,906972,2025-01-02 13:49:05.994003,control,old_page,0
57,827069,2025-01-02 13:49:06.847469,control,old_page,0
58,688901,2025-01-02 13:49:12.608974,treatment,new_page,0
59,847272,2025-01-02 13:49:16.809595,control,old_page,0
60,788720,2025-01-02 13:49:22.140726,treatment,new_page,0
61,844313,2025-01-02 13:49:23.604040,control,old_page,0
62,754762,2025-01-02 13:49:35.139454,control,old_page,0
63,864270,2025-01-02 13:49:43.283638,treatment,new_page,0
64,742062,2025-01-02 13:49:54.067114,control,old_page,0
65,680941,2025-01-02 13:49:54.749000,treatment,new_page,0
66,847855,2025-01-02 13:49:55.704725,control,old_page,0
67,829792,2025-01-02 13:50:19.330040,control,old_page,0
68,713898,2025-01-02 13:50:19.612290,control,old_page,0
69,837161,2025-01-02 13:50:41.729876,treatment,new_page,0
70,766425,2025-01-02 13:50:44.357188,treatment,new_page,0
71,887758,2025-01-02 13:50:52.788742,control,old_page,0
72,713243,2025-01-02 13:50:57.099697,treatment,new_page,0
73,906200,2025-01-02 13:51:03.201465,control,old_page,0
74,899221,2025-01-02 13:51:03.430500,control,old_page,0
75,811003,2025-01-02 13:51:14.773063,control,old_page,0
76,817957,2025-01-02 13:51:20.853981,treatment,new_page,0
77,738451,2025-01-02 13:51:26.667127,treatment,new_page,0
78,653496,2025-01-02 13:51:28.639779,control,old_page,0
79,935445,2025-01-02 13:51:36.222536,treatment,new_page,0
80,940836,2025-01-02 13:51:37.948164,control,old_page,1
81,931568,2025-01-02 13:51:40.128600,control,old_page,0
82,781722,2025-01-02 13:51:43.993170,treatment,new_page,0
83,796248,2025-01-02 13:51:44.262356,control,old_page,0
84,788826,2025-01-02 13:51:52.450599,control,old_page,0
85,776068,2025-01-02 13:51:55.298692,control,old_page,0
86,684376,2025-01-02 13:52:13.381448,treatment,new_page,0
87,672525,2025-01-02 13:52:14.910970,control,old_page,0
88,817524,2025-01-02 13:52:19.049360,treatment,new_page,0
89,922461,2025-01-02 13:52:22.243966,treatment,new_page,0
90,841487,2025-01-02 13:52:30.884793,treatment,new_page,0
91,768246,2025-01-02 13:52:41.752879,treatment,new_page,0
92,703778,2025-01-02 13:52:44.656037,treatment,new_page,0
93,896775,2025-01-02 13:52:48.244168,treatment,new_page,0
94,674591,2025-01-02 13:52:50.560049,treatment,new_page,0
95,652936,2025-01-02 13:52:58.890166,control,old_page,0
96,662560,2025-01-02 13:53:14.224578,control,old_page,0
97,767611,2025-01-02 13:53:14.920211,treatment,new_page,0
98,746069,2025-01-02 13:53:15.304005,control,old_page,1
99,906453,2025-01-02 13:53:27.703968,treatment,new_page,0
100,919042,2025-01-02 13:53:36.339835,treatment,new_page,0
101,663339,2025-01-02 13:53:45.897833,treatment,new_page,0
102,869232,2025-01-02 13:53:51.958515,treatment,new_page,0
103,773014,2025-01-02 13:53:59.860792,control,old_page,0
104,681842,2025-01-02 13:54:05.366016,control,old_page,0
105,836432,2025-01-02 13:54:17.218635,treatment,new_page,0
106,854308,2025-01-02 13:54:18.859694,control,old_page,1
107,787797,2025-01-02 13:54:22.798746,control,old_page,0
108,779219,2025-01-02 13:54:23.430646,treatment,new_page,0
109,704316,2025-01-02 13:54:31.823759,control,old_page,1
110,777543,2025-01-02 13:54:32.289661,control,old_page,0
111,825354,2025-01-02 13:54:43.024212,control,old_page,0
112,790774,2025-01-02 13:54:46.518678,control,old_page,0
113,936462,2025-01-02 13:55:03.119456,treatment,new_page,0
114,830601,2025-01-02 13:55:07.720734,treatment,new_page,1
115,935207,2025-01-02 13:55:09.770652,treatment,new_page,0
116,700613,2025-01-02 13:55:22.486672,control,old_page,0
117,851243,2025-01-02 13:55:22.996419,control,old_page,0
118,921707,2025-01-02 13:55:26.993676,treatment,new_page,0
119,695349,2025-01-02 13:55:29.288064,treatment,new_page,0
120,659953,2025-01-02 13:55:30.276355,control,old_page,0
121,734221,2025-01-02 13:55:31.166921,treatment,new_page,0
122,839753,2025-01-02 13:55:56.310736,control,old_page,0
123,746887,2025-01-02 13:55:56.733433,treatment,new_page,0
124,779043,2025-01-02 13:55:57.650774,treatment,new_page,0
125,753355,2025-01-02 13:56:01.395788,control,old_page,0
126,765221,2025-01-02 13:56:06.753376,treatment,new_page,1
127,812873,2025-01-02 13:56:19.753608,treatment,new_page,0
128,917905,2025-01-02 13:56:23.988888,treatment,new_page,1
129,752193,2025-01-02 13:56:27.835111,control,old_page,0
130,781293,2025-01-02 13:56:31.475730,treatment,new_page,0
131,846962,2025-01-02 13:56:34.568796,control,old_page,0
132,938108,2025-01-02 13:56:36.680174,treatment,new_page,1
133,801936,2025-01-02 13:56:37.439412,treatment,new_page,0
134,903454,2025-01-02 13:56:42.302146,treatment,new_page,0
135,920099,2025-01-02 13:56:45.174963,treatment,new_page,0
136,860188,2025-01-02 13:56:54.176030,treatment,new_page,0
137,697007,2025-01-02 13:56:56.427425,treatment,new_page,0
138,839896,2025-01-02 13:57:07.303532,treatment,new_page,0
139,637656,2025-01-02 13:57:15.884217,control,old_page,0
140,844997,2025-01-02 13:57:31.179490,treatment,new_page,0
141,761821,2025-01-02 13:57:32.320878,control,old_page,0
142,786743,2025-01-02 13:57:34.575257,treatment,new_page,0
143,867818,2025-01-02 13:57:35.028553,control,old_page,0
144,718663,2025-01-02 13:57:39.970420,treatment,new_page,0
145,631202,2025-01-02 13:58:07.280329,treatment,new_page,1
146,931843,2025-01-02 13:58:17.257854,control,old_page,1
147,725919,2025-01-02 13:58:21.927056,control,old_page,1
148,879049,2025-01-02 13:58:34.505755,control,old_page,1
149,757759,2025-01-02 13:58:35.790677,control,old_page,0
150,716900,2025-01-02 13:58:36.565961,control,old_page,0
151,756938,2025-01-02 13:58:39.548529,treatment,new_page,0
152,639089,2025-01-02 13:58:41.962846,treatment,new_page,0
153,803791,2025-01-02 13:58:43.766523,treatment,new_page,0
154,799707,2025-01-02 13:58:52.016597,treatment,new_page,0
155,875909,2025-01-02 13:58:58.297162,treatment,new_page,0
156,863942,2025-01-02 13:58:59.241746,control,old_page,0
157,717203,2025-01-02 13:58:59.502778,control,old_page,0
158,896445,2025-01-02 13:59:00.602176,treatment,new_page,0
159,722380,2025-01-02 13:59:28.239669,control,old_page,0
160,894460,2025-01-02 13:59:33.715430,control,old_page,0
161,939638,2025-01-02 13:59:35.071811,control,old_page,0
162,661730,2025-01-02 13:59:36.359772,control,old_page,0
163,852664,2025-01-02 13:59:40.395431,control,old_page,0
164,698910,2025-01-02 13:59:40.658509,treatment,new_page,0
165,835482,2025-01-02 13:59:44.258629,treatment,new_page,0
166,858323,2025-01-02 13:59:45.352833,treatment,new_page,0
167,857752,2025-01-02 13:59:45.465128,control,old_page,0
168,709740,2025-01-02 13:59:46.797827,control,old_page,0
169,905887,2025-01-02 14:00:01.707966,control,old_page,0
170,839399,2025-01-02 14:00:04.824302,control,old_page,0
171,878520,2025-01-02 14:00:07.912830,control,old_page,0
172,761470,2025-01-02 14:00:18.953955,control,old_page,1
173,930953,2025-01-02 14:00:26.468610,treatment,new_page,0
174,835470,2025-01-02 14:00:34.795068,treatment,new_page,0
175,916558,2025-01-02 14:00:37.799816,treatment,new_page,0
176,721418,2025-01-02 14:00:45.360231,control,old_page,0
177,932878,2025-01-02 14:01:31.758956,treatment,new_page,0
178,654229,2025-01-02 14:01:36.714043,treatment,new_page,0
179,719175,2025-01-02 14:01:42.632380,control,old_page,0
180,933755,2025-01-02 14:01:42.823906,treatment,new_page,0
181,894684,2025-01-02 14:01:49.743118,control,old_page,0
182,906403,2025-01-02 14:01:55.496814,control,old_page,0
183,746244,2025-01-02 14:01:56.524969,control,old_page,0
184,905127,2025-01-02 14:02:00.043670,treatment,new_page,1
185,659673,2025-01-02 14:02:01.211411,control,old_page,0
186,644552,2025-01-02 14:02:02.681889,control,old_page,0
187,898549,2025-01-02 14:02:09.689755,treatment,new_page,0
188,907994,2025-01-02 14:02:15.646056,treatment,new_page,0
189,639403,2025-01-02 14:02:35.582517,treatment,new_page,0
190,704123,2025-01-02 14:02:37.398357,control,old_page,0
191,882228,2025-01-02 14:02:40.716536,treatment,new_page,0
192,761557,2025-01-02 14:02:41.788284,treatment,new_page,0
193,844847,2025-01-02 14:02:42.130357,treatment,new_page,0
194,811906,2025-01-02 14:02:43.819608,treatment,new_page,1
195,713673,2025-01-02 14:02:44.483153,treatment,new_page,0
196,922220,2025-01-02 14:02:59.659420,treatment,new_page,0
197,902918,2025-01-02 14:03:02.698028,treatment,new_page,0
198,706543,2025-01-02 14:03:05.974923,control,old_page,0
199,879879,2025-01-02 14:03:28.015925,treatment,new_page,0
200,670040,2025-01-02 14:03:30.752412,control,old_page,0
201,847362,2025-01-02 14:03:41.570325,control,old_page,0
202,782643,2025-01-02 14:03:49.335912,control,old_page,0
203,760640,2025-01-02 14:03:52.323625,control,old_page,0
204,709287,2025-01-02 14:03:52.725572,treatment,new_page,0
205,793152,2025-01-02 14:03:53.167394,control,old_page,0
206,810333,2025-01-02 14:03:57.521614,treatment,new_page,0
207,930725,2025-01-02 14:04:00.710451,control,old_page,0
208,689761,2025-01-02 14:04:02.220994,control,old_page,0
209,765749,2025-01-02 14:04:08.606182,control,old_page,0
210,761188,2025-01-02 14:04:15.975308,treatment,new_page,1
211,729668,2025-01-02 14:04:24.240150,treatment,new_page,0
212,682756,2025-01-02 14:04:24.822940,control,old_page,0
213,874923,2025-01-02 14:04:39.047087,control,old_page,0
214,688081,2025-01-02 14:04:48.203870,control,old_page,0
215,802327,2025-01-02 14:04:56.258026,control,old_page,1
216,897436,2025-01-02 14:05:00.922274,treatment,new_page,0
217,906198,2025-01-02 14:05:01.636301,control,old_page,0
218,755492,2025-01-02 14:05:08.918187,control,old_page,0
219,905011,2025-01-02 14:05:17.409545,control,old_page,0
220,935342,2025-01-02 14:05:32.552075,control,old_page,0
221,798753,2025-01-02 14:05:38.110390,control,old_page,0
222,741500,2025-01-02 14:05:39.606906,treatment,new_page,0
223,789698,2025-01-02 14:05:42.493419,control,old_page,1
224,654174,2025-01-02 14:06:01.806791,treatment,new_page,1
225,832697,2025-01-02 14:06:25.916783,control,old_page,1
226,889555,2025-01-02 14:06:27.592534,treatment,new_page,0
227,900198,2025-01-02 14:06:33.409718,control,old_page,0
228,902598,2025-01-02 14:06:37.765119,treatment,new_page,0
229,825007,2025-01-02 14:06:41.030975,treatment,new_page,0
230,669038,2025-01-02 14:06:44.261327,treatment,new_page,0
231,632952,2025-01-02 14:06:44.335560,control,old_page,0
232,703616,2025-01-02 14:06:50.406668,control,old_page,0
233,642025,2025-01-02 14:06:50.547396,treatment,new_page,0
234,896781,2025-01-02 14:07:08.769233,control,old_page,0
235,688086,2025-01-02 14:07:13.075790,control,old_page,1
236,811921,2025-01-02 14:07:23.257240,control,old_page,0
237,810783,2025-01-02 14:07:23.487397,treatment,new_page,0
238,846934,2025-01-02 14:07:26.263814,control,old_page,0
239,826599,2025-01-02 14:07:44.712861,treatment,new_page,0
240,685932,2025-01-02 14:07:45.412831,treatment,new_page,0
241,887020,2025-01-02 14:07:49.404823,treatment,new_page,1
242,716636,2025-01-02 14:07:53.037404,treatment,new_page,0
243,738207,2025-01-02 14:08:16.096548,control,old_page,0
244,842761,2025-01-02 14:08:18.848177,treatment,new_page,0
245,835553,2025-01-02 14:08:41.526707,treatment,new_page,0
246,795601,2025-01-02 14:08:44.691537,treatment,new_page,1
247,851573,2025-01-02 14:08:47.732007,control,old_page,0
248,850536,2025-01-02 14:08:48.973403,control,old_page,0
249,639956,2025-01-02 14:09:00.343645,treatment,new_page,0
250,857291,2025-01-02 14:09:00.880636,control,old_page,0
251,895217,2025-01-02 14:09:06.746275,treatment,new_page,1
252,868567,2025-01-02 14:09:09.204114,control,old_page,0
253,670534,2025-01-02 14:09:15.128480,treatment,new_page,0
254,729659,2025-01-02 14:09:20.814513,control,old_page,0
255,792572,2025-01-02 14:09:21.067479,control,old_page,1
256,854387,2025-01-02 14:09:21.494226,control,old_page,0
257,731347,2025-01-02 14:09:22.391614,control,old_page,0
258,830127,2025-01-02 14:09:31.901672,treatment,new_page,0
259,815294,2025-01-02 14:09:35.942632,treatment,new_page,0
260,891931,2025-01-02 14:09:48.517775,treatment,new_page,0
261,706967,2025-01-02 14:09:53.859567,control,old_page,0
262,786007,2025-01-02 14:09:56.953929,control,old_page,0
263,914382,2025-01-02 14:10:08.016163,treatment,new_page,0
264,744983,2025-01-02 14:10:15.573240,treatment,new_page,0
265,630212,2025-01-02 14:10:26.645974,treatment,new_page,0
266,803076,2025-01-02 14:10:30.673384,treatment,new_page,0
267,687095,2025-01-02 14:10:43.182302,treatment,new_page,0
268,645751,2025-01-02 14:10:50.857577,control,old_page,0
269,752629,2025-01-02 14:10:53.343544,treatment,new_page,0
270,642288,2025-01-02 14:10:59.358973,treatment,new_page,0
271,865090,2025-01-02 14:11:12.495447,control,old_page,0
272,842924,2025-01-02 14:11:14.610432,treatment,new_page,0
273,753823,2025-01-02 14:11:27.609542,control,old_page,0
274,757773,2025-01-02 14:11:30.941471,control,old_page,0
275,671704,2025-01-02 14:11:33.851879,control,old_page,0
276,647259,2025-01-02 14:11:34.287276,treatment,new_page,0
277,846598,2025-01-02 14:11:38.983102,treatment,new_page,0
278,811703,2025-01-02 14:11:39.734337,treatment,new_page,0
279,901038,2025-01-02 14:11:47.257548,treatment,new_page,0
280,921135,2025-01-02 14:11:48.636811,treatment,new_page,0
281,723691,2025-01-02 14:11:51.747850,treatment,new_page,0
282,754857,2025-01-02 14:11:52.235311,control,old_page,0
283,821302,2025-01-02 14:11:54.312295,control,old_page,0
284,690204,2025-01-02 14:12:04.264193,treatment,new_page,0
285,691458,2025-01-02 14:12:06.287361,control,old_page,0
286,692773,2025-01-02 14:12:12.093598,control,old_page,0
287,782253,2025-01-02 14:12:14.474477,control,old_page,0
288,761075,2025-01-02 14:12:21.314372,control,old_page,1
289,776199,2025-01-02 14:12:37.830380,control,old_page,0
290,937188,2025-01-02 14:12:49.202072,treatment,new_page,0
291,941659,2025-01-02 14:12:57.752600,treatment,new_page,0
292,737686,2025-01-02 14:13:01.321068,control,old_page,0
293,697040,2025-01-02 14:13:02.882000,treatment,new_page,0
294,942126,2025-01-02 14:13:09.976523,control,old_page,1
295,763565,2025-01-02 14:13:17.353473,treatment,new_page,1
296,778982,2025-01-02 14:13:27.253555,control,old_page,0
297,748303,2025-01-02 14:13:27.721514,control,old_page,0
298,868745,2025-01-02 14:13:36.718226,treatment,new_page,0
299,811967,2025-01-02 14:13:38.240063,control,old_page,0
300,850597,2025-01-02 14:13:45.909230,treatment,new_page,0
301,908019,2025-01-02 14:13:48.274947,control,old_page,0
302,730255,2025-01-02 14:13:52.745418,treatment,new_page,0
303,840929,2025-01-02 14:13:55.078918,control,old_page,1
304,704521,2025-01-02 14:13:55.597468,control,old_page,0
305,818083,2025-01-02 14:14:22.248659,control,old_page,0
306,913028,2025-01-02 14:14:53.949886,control,old_page,0
307,795102,2025-01-02 14:14:56.537782,control,old_page,1
308,639979,2025-01-02 14:15:08.290760,treatment,new_page,0
309,899049,2025-01-02 14:15:31.793116,control,old_page,0
310,831804,2025-01-02 14:15:42.402103,control,old_page,0
311,703084,2025-01-02 14:15:50.208518,treatment,new_page,0
312,709969,2025-01-02 14:16:13.094276,control,old_page,1
313,844872,2025-01-02 14:16:15.693874,treatment,new_page,0
314,717208,2025-01-02 14:16:29.431802,control,old_page,0
315,769043,2025-01-02 14:16:35.574154,control,old_page,0
316,808897,2025-01-02 14:16:40.522361,treatment,new_page,0
317,879867,2025-01-02 14:16:54.811759,treatment,new_page,0
318,634732,2025-01-02 14:17:01.599011,treatment,new_page,0
319,811924,2025-01-02 14:17:15.616262,treatment,new_page,0
320,650828,2025-01-02 14:17:22.231988,treatment,new_page,0
321,674600,2025-01-02 14:17:52.936041,treatment,new_page,0
322,649246,2025-01-02 14:18:10.323424,treatment,new_page,0
323,841736,2025-01-02 14:18:11.320899,treatment,new_page,0
324,820627,2025-01-02 14:18:16.837000,treatment,new_page,0
325,660436,2025-01-02 14:18:17.165372,treatment,new_page,0
326,878160,2025-01-02 14:18:25.090888,treatment,new_page,0
327,908131,2025-01-02 14:18:25.832969,treatment,new_page,1
328,871580,2025-01-02 14:18:26.582372,control,old_page,0
329,844302,2025-01-02 14:18:48.485844,treatment,new_page,0
330,889712,2025-01-02 14:18:51.448279,treatment,new_page,1
331,860395,2025-01-02 14:19:00.128974,control,old_page,1
332,657519,2025-01-02 14:19:15.915975,control,old_page,0
333,919573,2025-01-02 14:19:31.543293,control,old_page,0
334,652639,2025-01-02 14:19:31.741389,treatment,new_page,0
335,653194,2025-01-02 14:19:38.008234,treatment,new_page,0
336,825339,2025-01-02 14:19:47.289990,control,old_page,0
337,731638,2025-01-02 14:19:49.366521,control,old_page,0
338,914810,2025-01-02 14:19:50.062106,control,old_page,0
339,907612,2025-01-02 14:19:50.085202,control,old_page,0
340,881797,2025-01-02 14:19:53.858517,treatment,new_page,0
341,720035,2025-01-02 14:19:59.531937,treatment,new_page,0
342,817446,2025-01-02 14:20:16.732983,control,old_page,0
343,804701,2025-01-02 14:20:35.666623,treatment,new_page,0
344,906260,2025-01-02 14:20:40.064536,treatment,new_page,0
345,897749,2025-01-02 14:20:46.531090,control,old_page,0
346,861747,2025-01-02 14:20:47.458800,treatment,new_page,0
347,871979,2025-01-02 14:20:48.310909,control,old_page,0
348,830814,2025-01-02 14:20:50.038853,control,old_page,0
349,686224,2025-01-02 14:20:54.072643,treatment,new_page,0
350,848040,2025-01-02 14:21:03.700204,treatment,new_page,0
351,885635,2025-01-02 14:21:05.607874,control,old_page,0
352,860967,2025-01-02 14:21:09.183420,control,old_page,1
353,767393,2025-01-02 14:21:13.651298,treatment,new_page,0
354,761794,2025-01-02 14:21:15.990193,control,old_page,1
355,941118,2025-01-02 14:21:16.404274,treatment,new_page,0
356,758475,2025-01-02 14:21:20.700906,control,old_page,0
357,759251,2025-01-02 14:21:27.832190,treatment,new_page,0
358,935374,2025-01-02 14:21:44.505335,treatment,new_page,0
359,920463,2025-01-02 14:21:47.452698,control,old_page,0
360,637815,2025-01-02 14:21:48.932552,control,old_page,0
361,764541,2025-01-02 14:21:54.844442,control,old_page,0
362,931495,2025-01-02 14:21:57.715819,control,old_page,0
363,831670,2025-01-02 14:22:07.097717,treatment,new_page,0
364,765191,2025-01-02 14:22:17.552781,treatment,new_page,1
365,875022,2025-01-02 14:22:18.716565,treatment,new_page,0
366,860364,2025-01-02 14:22:25.175748,treatment,new_page,0
367,942271,2025-01-02 14:22:30.641367,control,old_page,1
368,906704,2025-01-02 14:22:39.938587,control,old_page,0
369,635274,2025-01-02 14:22:49.381437,control,old_page,0
370,844522,2025-01-02 14:22:49.882009,control,old_page,1
371,789272,2025-01-02 14:22:54.079237,control,old_page,0
372,784366,2025-01-02 14:22:54.836847,treatment,new_page,0
373,846378,2025-01-02 14:23:05.118119,treatment,new_page,0
374,870940,2025-01-02 14:23:36.094242,control,old_page,1
375,697463,2025-01-02 14:23:53.513411,control,old_page,0
376,723777,2025-01-02 14:23:57.715085,control,old_page,1
377,866863,2025-01-02 14:23:58.301435,treatment,new_page,0
378,677515,2025-01-02 14:23:59.171543,treatment,new_page,1
379,902245,2025-01-02 14:24:01.912318,treatment,new_page,0
380,815263,2025-01-02 14:24:14.114451,treatment,new_page,1
381,674542,2025-01-02 14:24:14.943321,treatment,new_page,1
382,900203,2025-01-02 14:24:20.024881,control,old_page,0
383,716729,2025-01-02 14:24:24.718907,control,old_page,0
384,941248,2025-01-02 14:24:29.264995,control,old_page,0
385,856414,2025-01-02 14:24:31.632684,treatment,new_page,0
386,821916,2025-01-02 14:24:40.225375,treatment,new_page,0
387,769426,2025-01-02 14:24:59.681512,treatment,new_page,0
388,854289,2025-01-02 14:25:04.937377,control,old_page,0
389,765437,2025-01-02 14:25:10.106242,treatment,new_page,0
390,909934,2025-01-02 14:25:14.342760,treatment,new_page,0
391,878975,2025-01-02 14:25:15.147797,treatment,new_page,0
392,792117,2025-01-02 14:25:19.298733,treatment,new_page,0
393,687453,2025-01-02 14:25:25.004676,control,old_page,0
394,889504,2025-01-02 14:25:37.030280,control,old_page,0
395,825341,2025-01-02 14:25:43.591195,control,old_page,0
396,822026,2025-01-02 14:25:48.100985,control,old_page,1
397,923564,2025-01-02 14:25:51.567166,treatment,new_page,0
398,778623,2025-01-02 14:25:58.611513,control,old_page,0
399,754389,2025-01-02 14:26:01.946459,treatment,new_page,0
400,803011,2025-01-02 14:26:08.444061,treatment,new_page,1
401,943027,2025-01-02 14:26:24.182042,control,old_page,0
402,765668,2025-01-02 14:26:27.916331,control,old_page,0
403,883236,2025-01-02 14:26:35.651761,control,old_page,1
404,831439,2025-01-02 14:26:37.450951,control,old_page,0
405,856113,2025-01-02 14:26:40.726801,control,old_page,0
406,755009,2025-01-02 14:26:42.018197,control,old_page,0
407,694173,2025-01-02 14:26:44.119180,treatment,new_page,1
408,704342,2025-01-02 14:26:45.582875,treatment,new_page,0
409,710057,2025-01-02 14:27:00.104637,control,old_page,0
410,641527,2025-01-02 14:27:04.049569,control,old_page,1
411,634410,2025-01-02 14:27:14.533823,treatment,new_page,0
412,805043,2025-01-02 14:27:14.944051,treatment,new_page,0
413,673411,2025-01-02 14:27:15.704674,control,old_page,1
414,817695,2025-01-02 14:27:16.119037,control,old_page,0
415,927873,2025-01-02 14:27:22.023113,control,old_page,1
416,829910,2025-01-02 14:27:40.536524,control,old_page,0
417,743292,2025-01-02 14:27:52.329354,control,old_page,0
418,635123,2025-01-02 14:27:52.407156,treatment,new_page,0
419,760295,2025-01-02 14:28:12.460908,control,old_page,1
420,868989,2025-01-02 14:28:16.576202,control,old_page,0
421,721634,2025-01-02 14:28:25.119411,control,old_page,0
422,766815,2025-01-02 14:28:32.339921,control,old_page,0
423,860835,2025-01-02 14:28:32.984159,treatment,new_page,0
424,693470,2025-01-02 14:28:40.691467,treatment,new_page,0
425,644744,2025-01-02 14:28:54.225789,control,old_page,0
426,687421,2025-01-02 14:28:58.677499,control,old_page,0
427,760310,2025-01-02 14:29:01.383746,control,old_page,0
428,712003,2025-01-02 14:29:01.445276,treatment,new_page,0
429,856536,2025-01-02 14:29:04.637345,treatment,new_page,0
430,726820,2025-01-02 14:29:08.419530,treatment,new_page,0
431,926048,2025-01-02 14:29:12.583281,control,old_page,0
432,858144,2025-01-02 14:29:20.474873,control,old_page,0
433,705231,2025-01-02 14:29:21.529887,control,old_page,1
434,780970,2025-01-02 14:29:26.146115,treatment,new_page,0
435,765886,2025-01-02 14:29:37.519613,control,old_page,1
436,717340,2025-01-02 14:29:42.941257,control,old_page,0
437,633693,2025-01-02 14:29:44.515125,treatment,new_page,0
438,807994,2025-01-02 14:29:44.770670,control,old_page,0
439,730804,2025-01-02 14:29:49.687467,treatment,new_page,1
440,856170,2025-01-02 14:29:50.246959,treatment,new_page,0
441,760008,2025-01-02 14:29:51.090529,treatment,new_page,0
442,639701,2025-01-02 14:29:59.222810,control,old_page,0
443,668375,2025-01-02 14:29:59.937657,treatment,new_page,0
444,889184,2025-01-02 14:30:02.212670,treatment,new_page,0
445,870403,2025-01-02 14:30:02.855419,treatment,new_page,1
446,644242,2025-01-02 14:30:22.542199,control,old_page,0
447,668505,2025-01-02 14:30:23.335498,control,old_page,0
448,894542,2025-01-02 14:30:27.520289,control,old_page,0
449,884715,2025-01-02 14:30:29.231328,treatment,new_page,0
450,922940,2025-01-02 14:30:35.285091,treatment,new_page,0
451,713571,2025-01-02 14:30:37.574152,treatment,new_page,0
452,694424,2025-01-02 14:30:43.293597,treatment,new_page,0
453,722042,2025-01-02 14:30:49.236564,treatment,new_page,0
454,835567,2025-01-02 14:31:04.193373,control,old_page,0
455,701913,2025-01-02 14:31:08.949762,treatment,new_page,0
456,745763,2025-01-02 14:31:09.286239,control,old_page,0
457,876242,2025-01-02 14:31:09.296467,control,old_page,0
458,630668,2025-01-02 14:31:12.136877,treatment,new_page,0
459,843996,2025-01-02 14:31:12.442654,control,old_page,0
460,813931,2025-01-02 14:31:13.196744,control,old_page,1
461,877757,2025-01-02 14:31:15.150860,treatment,new_page,0
462,814845,2025-01-02 14:31:30.140037,treatment,new_page,0
463,832773,2025-01-02 14:31:40.451858,treatment,new_page,0
464,647001,2025-01-02 14:31:44.463333,control,old_page,0
